"","Original","Mean.Boot","Std.Error","perc.025","perc.975"
"urban.matrix -> Prod",-0.257200906001325,-0.196744180548677,0.236770482979416,-0.542004763651876,0.384967352026039
"Patch -> Prod",0.412202674366428,0.393845818235789,0.207347469419053,-0.349200581996691,0.669555771052751
"soil -> Plant.div",0.680734741401176,0.662417824381185,0.237537396848513,-0.468181185930821,0.874259771370717
"Plant.div -> Prod",0.461995180598989,0.46943357125248,0.130762852389183,0.245676577671429,0.717134837119157
