"","Original","Mean.Boot","Std.Error","perc.025","perc.975"
"urban.matrix -> Poll.div",-0.333169845307349,-0.303752335312659,0.271662479737182,-0.657404575784345,0.435150348979963
"connectivity -> Pollination",0.380630919311076,0.370929316329483,0.174988295325295,0.0141074834822549,0.67938976311219
"Vegetation -> Pollination",-0.429617008075172,-0.422005067661533,0.168664152864264,-0.652276275859702,-0.086899877045287
"Poll.div -> Pollination",0.487188919419277,0.484921958344546,0.120009521219475,0.24025055938782,0.718924191836172
